ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
MNE1981,Montenegro,MNE,Europe & Central Asia,Upper middle income,1981,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1982,Montenegro,MNE,Europe & Central Asia,Upper middle income,1982,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1983,Montenegro,MNE,Europe & Central Asia,Upper middle income,1983,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1984,Montenegro,MNE,Europe & Central Asia,Upper middle income,1984,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1985,Montenegro,MNE,Europe & Central Asia,Upper middle income,1985,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1986,Montenegro,MNE,Europe & Central Asia,Upper middle income,1986,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1987,Montenegro,MNE,Europe & Central Asia,Upper middle income,1987,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1988,Montenegro,MNE,Europe & Central Asia,Upper middle income,1988,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1989,Montenegro,MNE,Europe & Central Asia,Upper middle income,1989,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1990,Montenegro,MNE,Europe & Central Asia,Upper middle income,1990,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1991,Montenegro,MNE,Europe & Central Asia,Upper middle income,1991,58.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
MNE1992,Montenegro,MNE,Europe & Central Asia,Upper middle income,1992,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1993,Montenegro,MNE,Europe & Central Asia,Upper middle income,1993,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1994,Montenegro,MNE,Europe & Central Asia,Upper middle income,1994,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1995,Montenegro,MNE,Europe & Central Asia,Upper middle income,1995,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1996,Montenegro,MNE,Europe & Central Asia,Upper middle income,1996,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1997,Montenegro,MNE,Europe & Central Asia,Upper middle income,1997,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1998,Montenegro,MNE,Europe & Central Asia,Upper middle income,1998,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE1999,Montenegro,MNE,Europe & Central Asia,Upper middle income,1999,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2000,Montenegro,MNE,Europe & Central Asia,Upper middle income,2000,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2001,Montenegro,MNE,Europe & Central Asia,Upper middle income,2001,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2002,Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2003,Montenegro,MNE,Europe & Central Asia,Upper middle income,2003,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2004,Montenegro,MNE,Europe & Central Asia,Upper middle income,2004,64.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2005,Montenegro,MNE,Europe & Central Asia,Upper middle income,2005,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2006,Montenegro,MNE,Europe & Central Asia,Upper middle income,2006,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2007,Montenegro,MNE,Europe & Central Asia,Upper middle income,2007,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2008,Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2009,Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2010,Montenegro,MNE,Europe & Central Asia,Upper middle income,2010,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2011,Montenegro,MNE,Europe & Central Asia,Upper middle income,2011,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
MNE2012,Montenegro,MNE,Europe & Central Asia,Upper middle income,2012,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2013,Montenegro,MNE,Europe & Central Asia,Upper middle income,2013,78.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2014,Montenegro,MNE,Europe & Central Asia,Upper middle income,2014,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2015,Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2016,Montenegro,MNE,Europe & Central Asia,Upper middle income,2016,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2017,Montenegro,MNE,Europe & Central Asia,Upper middle income,2017,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2018,Montenegro,MNE,Europe & Central Asia,Upper middle income,2018,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2019,Montenegro,MNE,Europe & Central Asia,Upper middle income,2019,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNE2020,Montenegro,MNE,Europe & Central Asia,Upper middle income,2020,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
MNG1971,Mongolia,MNG,East Asia & Pacific,Lower middle income,1971,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1972,Mongolia,MNG,East Asia & Pacific,Lower middle income,1972,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1973,Mongolia,MNG,East Asia & Pacific,Lower middle income,1973,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1974,Mongolia,MNG,East Asia & Pacific,Lower middle income,1974,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1975,Mongolia,MNG,East Asia & Pacific,Lower middle income,1975,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1976,Mongolia,MNG,East Asia & Pacific,Lower middle income,1976,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1977,Mongolia,MNG,East Asia & Pacific,Lower middle income,1977,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1978,Mongolia,MNG,East Asia & Pacific,Lower middle income,1978,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1979,Mongolia,MNG,East Asia & Pacific,Lower middle income,1979,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1980,Mongolia,MNG,East Asia & Pacific,Lower middle income,1980,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1981,Mongolia,MNG,East Asia & Pacific,Lower middle income,1981,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1982,Mongolia,MNG,East Asia & Pacific,Lower middle income,1982,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1983,Mongolia,MNG,East Asia & Pacific,Lower middle income,1983,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1984,Mongolia,MNG,East Asia & Pacific,Lower middle income,1984,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1985,Mongolia,MNG,East Asia & Pacific,Lower middle income,1985,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1986,Mongolia,MNG,East Asia & Pacific,Lower middle income,1986,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1987,Mongolia,MNG,East Asia & Pacific,Lower middle income,1987,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1988,Mongolia,MNG,East Asia & Pacific,Lower middle income,1988,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1989,Mongolia,MNG,East Asia & Pacific,Lower middle income,1989,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1990,Mongolia,MNG,East Asia & Pacific,Lower middle income,1990,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1991,Mongolia,MNG,East Asia & Pacific,Lower middle income,1991,61.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1992,Mongolia,MNG,East Asia & Pacific,Lower middle income,1992,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1993,Mongolia,MNG,East Asia & Pacific,Lower middle income,1993,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1994,Mongolia,MNG,East Asia & Pacific,Lower middle income,1994,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1995,Mongolia,MNG,East Asia & Pacific,Lower middle income,1995,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1996,Mongolia,MNG,East Asia & Pacific,Lower middle income,1996,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1997,Mongolia,MNG,East Asia & Pacific,Lower middle income,1997,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1998,Mongolia,MNG,East Asia & Pacific,Lower middle income,1998,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG1999,Mongolia,MNG,East Asia & Pacific,Lower middle income,1999,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2000,Mongolia,MNG,East Asia & Pacific,Lower middle income,2000,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2001,Mongolia,MNG,East Asia & Pacific,Lower middle income,2001,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2002,Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2003,Mongolia,MNG,East Asia & Pacific,Lower middle income,2003,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2004,Mongolia,MNG,East Asia & Pacific,Lower middle income,2004,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2005,Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2006,Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
